fecha,región,canal,linea_de_producto,sku,unidades_vendidas,precio_unitario,descuento_pct,total_ingresos,anio,mes,dia,descuento_decimal,precio_final,ingreso_calculado,es_linea_joven
2024-11-23,Este,Online,linea_joven,LJ-001,10,2101,5,19959,2024,11,23,0.05,1995.9499999999998,19959.5,True
2024-05-26,Sur,Directo,linea_profesional,LP-002,11,2208,15,20645,2024,5,26,0.15,1876.8,20644.8,False
2025-01-22,Sur,Online,linea_profesional,LP-002,18,94,15,14382,2025,1,22,0.15,79.89999999999999,1438.1999999999998,False
2024-08-22,Sur,Red de Distribución,linea_joven,LJ-002,19,939,0,17841,2024,8,22,0.0,939.0,17841.0,True
2024-07-25,Sur,Directo,linea_profesional,LP-002,30,169,10,4563,2024,7,25,0.1,152.1,4563.0,False
2025-04-16,Sur,Red de Distribución,linea_joven,LJ-002,30,1458,0,4374,2025,4,16,0.0,1458.0,43740.0,True
2024-07-01,Oeste,Red de Distribución,linea_joven,LJ-003,21,1805,10,34115,2024,7,1,0.1,1624.5,34114.5,True
2024-07-12,Centro,Online,linea_profesional,LP-002,16,1434,5,21797,2024,7,12,0.05,1362.3,21796.8,False
2024-12-09,Norte,Online,linea_orgánica,LO-003,7,1694,5,11265,2024,12,9,0.05,1609.3,11265.1,False
2024-09-27,Este,Online,linea_orgánica,LO-002,18,1254,5,21443,2024,9,27,0.05,1191.3,21443.399999999998,False
2024-05-21,Este,Directo,linea_joven,LJ-002,7,1831,10,11535,2024,5,21,0.1,1647.9,11535.300000000001,True
2025-04-03,Centro,Directo,linea_joven,LJ-001,4,1043,0,4172,2025,4,3,0.0,1043.0,4172.0,True
2024-05-06,Oeste,Red de Distribución,linea_orgánica,LO-001,28,954,0,26712,2024,5,6,0.0,954.0,26712.0,False
2024-07-29,Oeste,Directo,linea_joven,LJ-002,10,2434,10,21906,2024,7,29,0.1,2190.6,21906.0,True
2024-11-29,Este,Directo,linea_profesional,LP-002,15,2206,0,3309,2024,11,29,0.0,2206.0,33090.0,False
2025-01-29,Sur,Online,linea_joven,LJ-001,7,1204,0,8428,2025,1,29,0.0,1204.0,8428.0,True
2024-07-23,Sur,Red de Distribución,linea_joven,LJ-003,16,1794,5,27269,2024,7,23,0.05,1704.3,27268.8,True
2024-07-25,Sur,Online,linea_orgánica,LO-003,4,1857,10,6685,2024,7,25,0.1,1671.3,6685.2,False
2024-11-10,Norte,Directo,linea_profesional,LP-002,24,1039,5,23689,2024,11,10,0.05,987.05,23689.199999999997,False
2024-08-23,Norte,Red de Distribución,linea_joven,LJ-001,17,871,10,13326,2024,8,23,0.1,783.9,13326.3,True
2025-01-08,Sur,Directo,linea_joven,LJ-001,10,2298,5,21831,2025,1,8,0.05,2183.1,21831.0,True
2024-12-03,Oeste,Red de Distribución,linea_orgánica,LO-002,28,103,10,25956,2024,12,3,0.1,92.7,2595.6,False
2025-03-16,Centro,Red de Distribución,linea_joven,LJ-001,4,1658,5,630,2025,3,16,0.05,1575.1,6300.4,True
2025-04-21,Este,Directo,linea_profesional,LP-001,17,1851,5,29894,2025,4,21,0.05,1758.4499999999998,29893.649999999998,False
2024-11-10,Centro,Online,linea_orgánica,LO-002,20,2321,0,4642,2024,11,10,0.0,2321.0,46420.0,False
2024-09-13,Norte,Directo,linea_orgánica,LO-001,24,2469,5,56293,2024,9,13,0.05,2345.5499999999997,56293.2,False
2024-05-12,Centro,Directo,linea_orgánica,LO-002,22,2247,5,46962,2024,5,12,0.05,2134.65,46962.3,False
2024-05-29,Este,Red de Distribución,linea_profesional,LP-001,8,149,15,10132,2024,5,29,0.15,126.64999999999999,1013.1999999999999,False
2024-07-11,Norte,Red de Distribución,linea_orgánica,LO-001,1,1851,10,1666,2024,7,11,0.1,1665.9,1665.9,False
2024-10-24,Oeste,Red de Distribución,linea_orgánica,LO-003,27,2442,10,59341,2024,10,24,0.1,2197.8,59340.600000000006,False
2025-02-25,Este,Red de Distribución,linea_joven,LJ-001,21,1684,5,33596,2025,2,25,0.05,1599.8,33595.799999999996,True
2024-09-22,Norte,Online,linea_profesional,LP-002,6,2099,15,10705,2024,9,22,0.15,1784.1499999999999,10704.9,False
2025-02-26,Norte,Online,linea_orgánica,LO-003,6,1786,0,10716,2025,2,26,0.0,1786.0,10716.0,False
2024-10-07,Norte,Online,linea_orgánica,LO-001,13,2068,0,26884,2024,10,7,0.0,2068.0,26884.0,False
2024-09-03,Norte,Red de Distribución,linea_profesional,LP-001,18,1362,0,24516,2024,9,3,0.0,1362.0,24516.0,False
2024-10-11,Norte,Directo,linea_profesional,LP-001,12,808,15,8242,2024,10,11,0.15,686.8,8241.599999999999,False
2024-06-18,Norte,Online,linea_joven,LJ-001,20,227,15,3859,2024,6,18,0.15,192.95,3859.0,True
2024-12-13,Este,Online,linea_joven,LJ-003,27,2022,10,49135,2024,12,13,0.1,1819.8,49134.6,True
2024-09-13,Norte,Online,linea_profesional,LP-002,17,144,10,22032,2024,9,13,0.1,129.6,2203.2,False
2024-05-05,Norte,Directo,linea_orgánica,LO-003,15,1584,0,2376,2024,5,5,0.0,1584.0,23760.0,False
2024-06-07,Sur,Red de Distribución,linea_orgánica,LO-002,6,1195,10,6453,2024,6,7,0.1,1075.5,6453.0,False
2024-09-05,Este,Red de Distribución,linea_profesional,LP-001,24,1532,10,33091,2024,9,5,0.1,1378.8,33091.2,False
2024-06-05,Sur,Red de Distribución,linea_profesional,LP-002,4,2424,10,8726,2024,6,5,0.1,2181.6,8726.4,False
2025-02-23,Norte,Online,linea_joven,LJ-001,16,2447,0,39152,2025,2,23,0.0,2447.0,39152.0,True
2024-12-08,Este,Directo,linea_joven,LJ-003,21,1763,10,33321,2024,12,8,0.1,1586.7,33320.700000000004,True
2024-06-21,Este,Red de Distribución,linea_joven,LJ-003,3,2472,5,7045,2024,6,21,0.05,2348.4,7045.200000000001,True
2025-04-09,Este,Red de Distribución,linea_joven,LJ-001,20,1906,5,36214,2025,4,9,0.05,1810.6999999999998,36214.0,True
2025-01-27,Este,Red de Distribución,linea_orgánica,LO-002,7,210,15,12495,2025,1,27,0.15,178.5,1249.5,False
2025-01-13,Este,Red de Distribución,linea_joven,LJ-003,4,1453,5,5521,2025,1,13,0.05,1380.35,5521.4,True
2024-10-09,Sur,Online,linea_orgánica,LO-003,2,1125,0,225,2024,10,9,0.0,1125.0,2250.0,False
2024-10-05,Este,Red de Distribución,linea_joven,LJ-003,13,2449,5,30245,2024,10,5,0.05,2326.5499999999997,30245.149999999998,True
2025-03-18,Oeste,Directo,linea_orgánica,LO-003,9,844,5,7216,2025,3,18,0.05,801.8,7216.2,False
2025-01-26,Este,Red de Distribución,linea_orgánica,LO-001,21,1949,0,40929,2025,1,26,0.0,1949.0,40929.0,False
2024-07-31,Oeste,Directo,linea_orgánica,LO-002,23,1314,0,30222,2024,7,31,0.0,1314.0,30222.0,False
2025-02-07,Sur,Online,linea_joven,LJ-001,17,895,10,13693,2025,2,7,0.1,805.5,13693.5,True
2024-12-23,Centro,Red de Distribución,linea_orgánica,LO-003,26,1471,10,34421,2024,12,23,0.1,1323.9,34421.4,False
2025-04-13,Centro,Directo,linea_joven,LJ-001,7,1001,10,6306,2025,4,13,0.1,900.9,6306.3,True
2024-08-08,Sur,Red de Distribución,linea_joven,LJ-001,6,2052,10,11081,2024,8,8,0.1,1846.8,11080.8,True
2024-09-14,Norte,Red de Distribución,linea_orgánica,LO-003,6,2178,5,12415,2024,9,14,0.05,2069.1,12414.599999999999,False
2025-04-07,Este,Directo,linea_joven,LJ-003,15,1559,15,19877,2025,4,7,0.15,1325.1499999999999,19877.249999999996,True
2025-04-30,Centro,Red de Distribución,linea_orgánica,LO-003,22,1984,0,43648,2025,4,30,0.0,1984.0,43648.0,False
2025-03-11,Norte,Online,linea_joven,LJ-002,22,814,10,16117,2025,3,11,0.1,732.6,16117.2,True
2025-04-12,Este,Directo,linea_orgánica,LO-003,25,1507,10,33907,2025,4,12,0.1,1356.3,33907.5,False
2025-04-30,Oeste,Red de Distribución,linea_orgánica,LO-002,26,1126,0,29276,2025,4,30,0.0,1126.0,29276.0,False
2024-08-01,Centro,Red de Distribución,linea_profesional,LP-002,6,214,15,10914,2024,8,1,0.15,181.9,1091.4,False
2024-11-20,Oeste,Red de Distribución,linea_joven,LJ-001,26,1277,0,33202,2024,11,20,0.0,1277.0,33202.0,True
2025-02-03,Este,Online,linea_orgánica,LO-002,13,1878,10,21973,2025,2,3,0.1,1690.2,21972.600000000002,False
2024-12-28,Oeste,Directo,linea_joven,LJ-003,13,105,0,1365,2024,12,28,0.0,105.0,1365.0,True
2025-03-16,Centro,Red de Distribución,linea_profesional,LP-002,25,1768,10,3978,2025,3,16,0.1,1591.2,39780.0,False
2024-05-18,Centro,Red de Distribución,linea_profesional,LP-002,26,2347,15,51869,2024,5,18,0.15,1994.95,51868.700000000004,False
2025-04-21,Oeste,Online,linea_orgánica,LO-002,2,1646,15,2798,2025,4,21,0.15,1399.1,2798.2,False
2025-02-26,Este,Red de Distribución,linea_joven,LJ-003,18,1615,5,27616,2025,2,26,0.05,1534.25,27616.5,True
2025-03-12,Sur,Online,linea_profesional,LP-001,20,1348,10,24264,2025,3,12,0.1,1213.2,24264.0,False
2025-01-19,Centro,Online,linea_joven,LJ-003,12,1309,0,15708,2025,1,19,0.0,1309.0,15708.0,True
2024-11-04,Sur,Online,linea_joven,LJ-003,17,2049,5,33091,2024,11,4,0.05,1946.55,33091.35,True
2024-12-16,Este,Directo,linea_orgánica,LO-003,27,1921,0,51867,2024,12,16,0.0,1921.0,51867.0,False
2024-07-31,Este,Directo,linea_orgánica,LO-002,5,1413,5,6712,2024,7,31,0.05,1342.35,6711.75,False
2024-08-16,Sur,Directo,linea_profesional,LP-002,7,1897,5,12615,2024,8,16,0.05,1802.1499999999999,12615.05,False
2024-12-01,Oeste,Online,linea_profesional,LP-001,26,1582,15,34962,2024,12,1,0.15,1344.7,34962.200000000004,False
2025-03-09,Centro,Red de Distribución,linea_profesional,LP-001,4,2172,10,7819,2025,3,9,0.1,1954.8,7819.2,False
2024-09-10,Sur,Red de Distribución,linea_joven,LJ-002,15,2475,15,31556,2024,9,10,0.15,2103.75,31556.25,True
2024-09-01,Norte,Red de Distribución,linea_joven,LJ-003,4,2238,0,8952,2024,9,1,0.0,2238.0,8952.0,True
2024-11-06,Oeste,Online,linea_orgánica,LO-003,6,1773,10,9574,2024,11,6,0.1,1595.7,9574.2,False
2025-03-16,Norte,Online,linea_joven,LJ-001,30,1636,15,41718,2025,3,16,0.15,1390.6,41718.0,True
2025-03-23,Sur,Online,linea_joven,LJ-002,8,179,5,13604,2025,3,23,0.05,170.04999999999998,1360.3999999999999,True
2024-11-15,Sur,Directo,linea_orgánica,LO-001,8,1026,5,7798,2024,11,15,0.05,974.6999999999999,7797.599999999999,False
2025-01-22,Este,Online,linea_profesional,LP-001,23,2347,15,45884,2025,1,22,0.15,1994.95,45883.85,False
2024-06-09,Norte,Red de Distribución,linea_profesional,LP-002,13,1005,15,11105,2024,6,9,0.15,854.25,11105.25,False
2024-06-08,Centro,Red de Distribución,linea_profesional,LP-001,21,1937,15,34575,2024,6,8,0.15,1646.45,34575.450000000004,False
2024-08-21,Sur,Online,linea_joven,LJ-001,29,2186,0,63394,2024,8,21,0.0,2186.0,63394.0,True
2024-06-07,Este,Online,linea_joven,LJ-001,6,2152,5,12266,2024,6,7,0.05,2044.3999999999999,12266.4,True
2024-09-22,Oeste,Online,linea_orgánica,LO-001,19,1755,0,33345,2024,9,22,0.0,1755.0,33345.0,False
2025-04-18,Norte,Online,linea_joven,LJ-001,30,1178,5,33573,2025,4,18,0.05,1119.1,33573.0,True
2025-02-26,Norte,Red de Distribución,linea_profesional,LP-001,5,901,15,3829,2025,2,26,0.15,765.85,3829.25,False
2024-10-01,Centro,Directo,linea_joven,LJ-002,10,2294,0,2294,2024,10,1,0.0,2294.0,22940.0,True
2024-05-17,Norte,Directo,linea_profesional,LP-001,14,218,15,25942,2024,5,17,0.15,185.29999999999998,2594.2,False
2024-06-19,Centro,Red de Distribución,linea_joven,LJ-002,1,1397,5,1327,2024,6,19,0.05,1327.1499999999999,1327.1499999999999,True
2024-05-22,Norte,Directo,linea_profesional,LP-001,24,1579,5,36001,2024,5,22,0.05,1500.05,36001.2,False
2024-07-07,Oeste,Online,linea_joven,LJ-001,2,2454,5,4663,2024,7,7,0.05,2331.2999999999997,4662.599999999999,True
2024-08-05,Oeste,Directo,linea_orgánica,LO-003,21,1372,0,28812,2024,8,5,0.0,1372.0,28812.0,False
2024-09-03,Sur,Directo,linea_profesional,LP-002,12,155,15,1581,2024,9,3,0.15,131.75,1581.0,False
2025-02-12,Centro,Directo,linea_joven,LJ-001,28,1048,5,27877,2025,2,12,0.05,995.5999999999999,27876.799999999996,True
2024-10-03,Oeste,Red de Distribución,linea_profesional,LP-002,15,2054,15,26188,2024,10,3,0.15,1745.8999999999999,26188.499999999996,False
2024-06-02,Norte,Red de Distribución,linea_profesional,LP-001,4,2351,0,9404,2024,6,2,0.0,2351.0,9404.0,False
2025-03-09,Oeste,Red de Distribución,linea_joven,LJ-002,7,1078,5,7169,2025,3,9,0.05,1024.1,7168.699999999999,True
2025-02-10,Centro,Red de Distribución,linea_joven,LJ-002,27,2231,0,60237,2025,2,10,0.0,2231.0,60237.0,True
2025-03-12,Oeste,Red de Distribución,linea_profesional,LP-002,20,220,10,3960,2025,3,12,0.1,198.0,3960.0,False
2024-09-18,Oeste,Online,linea_orgánica,LO-002,29,2044,5,56312,2024,9,18,0.05,1941.8,56312.2,False
2024-11-18,Sur,Directo,linea_profesional,LP-002,12,1531,10,16535,2024,11,18,0.1,1377.9,16534.800000000003,False
2024-10-29,Norte,Online,linea_joven,LJ-002,6,2448,5,13954,2024,10,29,0.05,2325.6,13953.599999999999,True
2025-03-29,Oeste,Red de Distribución,linea_orgánica,LO-002,24,1261,10,27238,2025,3,29,0.1,1134.9,27237.600000000002,False
2025-04-27,Oeste,Directo,linea_joven,LJ-001,15,1389,10,18752,2025,4,27,0.1,1250.1000000000001,18751.500000000004,True
2024-09-19,Norte,Online,linea_joven,LJ-002,30,944,10,25488,2024,9,19,0.1,849.6,25488.0,True
2025-04-03,Oeste,Online,linea_joven,LJ-002,21,2224,5,44369,2025,4,3,0.05,2112.7999999999997,44368.799999999996,True
2024-10-31,Centro,Directo,linea_orgánica,LO-003,18,1578,10,25564,2024,10,31,0.1,1420.2,25563.600000000002,False
2024-07-07,Este,Online,linea_profesional,LP-002,13,991,15,10951,2024,7,7,0.15,842.35,10950.550000000001,False
2024-05-27,Centro,Directo,linea_orgánica,LO-001,13,1538,0,19994,2024,5,27,0.0,1538.0,19994.0,False
2025-04-24,Sur,Directo,linea_orgánica,LO-003,8,868,5,6597,2025,4,24,0.05,824.5999999999999,6596.799999999999,False
2025-01-05,Oeste,Red de Distribución,linea_profesional,LP-001,30,2443,0,7329,2025,1,5,0.0,2443.0,73290.0,False
2025-02-15,Oeste,Online,linea_profesional,LP-001,25,1187,5,28191,2025,2,15,0.05,1127.6499999999999,28191.249999999996,False
2024-08-11,Norte,Red de Distribución,linea_profesional,LP-002,5,857,5,4071,2024,8,11,0.05,814.15,4070.75,False
2025-01-10,Centro,Online,linea_joven,LJ-003,2,887,10,1597,2025,1,10,0.1,798.3000000000001,1596.6000000000001,True
2025-04-29,Norte,Online,linea_orgánica,LO-003,25,1991,15,42309,2025,4,29,0.15,1692.35,42308.75,False
2024-09-29,Norte,Online,linea_joven,LJ-003,16,104,5,15808,2024,9,29,0.05,98.8,1580.8,True
2025-01-12,Oeste,Red de Distribución,linea_joven,LJ-003,24,1008,15,20563,2025,1,12,0.15,856.8,20563.199999999997,True
2024-06-28,Centro,Red de Distribución,linea_joven,LJ-002,30,1474,5,42009,2024,6,28,0.05,1400.3,42009.0,True
2024-10-25,Oeste,Directo,linea_profesional,LP-002,13,2417,15,26708,2024,10,25,0.15,2054.45,26707.85,False
2024-12-24,Este,Red de Distribución,linea_profesional,LP-001,18,1088,10,17626,2024,12,24,0.1,979.2,17625.600000000002,False
2024-11-07,Centro,Red de Distribución,linea_profesional,LP-002,11,916,10,9068,2024,11,7,0.1,824.4,9068.4,False
2024-10-07,Centro,Red de Distribución,linea_profesional,LP-002,26,2163,5,53426,2024,10,7,0.05,2054.85,53426.1,False
2025-03-10,Sur,Red de Distribución,linea_joven,LJ-003,20,953,0,1906,2025,3,10,0.0,953.0,19060.0,True
2024-11-03,Centro,Red de Distribución,linea_joven,LJ-001,2,1889,0,3778,2024,11,3,0.0,1889.0,3778.0,True
2024-12-01,Norte,Red de Distribución,linea_joven,LJ-003,13,1975,5,24391,2024,12,1,0.05,1876.25,24391.25,True
2025-02-06,Centro,Online,linea_orgánica,LO-003,4,1207,0,4828,2025,2,6,0.0,1207.0,4828.0,False
2025-02-07,Oeste,Online,linea_joven,LJ-003,28,1065,0,2982,2025,2,7,0.0,1065.0,29820.0,True
2024-09-15,Este,Red de Distribución,linea_orgánica,LO-001,20,1754,10,31572,2024,9,15,0.1,1578.6000000000001,31572.000000000004,False
2024-10-24,Oeste,Red de Distribución,linea_joven,LJ-001,11,2424,10,23998,2024,10,24,0.1,2181.6,23997.6,True
2025-01-20,Oeste,Online,linea_joven,LJ-002,2,2003,0,4006,2025,1,20,0.0,2003.0,4006.0,True
2024-08-11,Este,Directo,linea_profesional,LP-001,7,1857,0,12999,2024,8,11,0.0,1857.0,12999.0,False
2025-01-19,Centro,Directo,linea_profesional,LP-002,10,1012,10,9108,2025,1,19,0.1,910.8000000000001,9108.0,False
2025-04-21,Oeste,Red de Distribución,linea_orgánica,LO-002,24,1134,10,24494,2025,4,21,0.1,1020.6,24494.4,False
2025-02-12,Sur,Online,linea_orgánica,LO-003,20,1225,10,2205,2025,2,12,0.1,1102.5,22050.0,False
2024-07-31,Sur,Directo,linea_profesional,LP-001,22,995,5,20795,2024,7,31,0.05,945.25,20795.5,False
2025-03-02,Oeste,Red de Distribución,linea_joven,LJ-002,28,2056,15,48933,2025,3,2,0.15,1747.6,48932.799999999996,True
2024-07-22,Este,Red de Distribución,linea_profesional,LP-002,25,2111,10,47498,2024,7,22,0.1,1899.9,47497.5,False
2024-10-15,Sur,Online,linea_profesional,LP-002,9,200,0,1800,2024,10,15,0.0,200.0,1800.0,False
2024-08-18,Sur,Online,linea_profesional,LP-002,7,2313,0,16191,2024,8,18,0.0,2313.0,16191.0,False
2024-06-02,Norte,Online,linea_joven,LJ-002,10,84,0,840,2024,6,2,0.0,84.0,840.0,True
2025-03-22,Sur,Directo,linea_orgánica,LO-001,8,806,0,6448,2025,3,22,0.0,806.0,6448.0,False
2024-11-10,Este,Online,linea_joven,LJ-001,5,225,10,10125,2024,11,10,0.1,202.5,1012.5,True
2025-01-06,Centro,Online,linea_joven,LJ-001,4,2318,15,7881,2025,1,6,0.15,1970.3,7881.2,True
2025-02-11,Este,Directo,linea_profesional,LP-002,18,905,5,15475,2025,2,11,0.05,859.75,15475.5,False
2025-02-21,Sur,Online,linea_orgánica,LO-003,8,161,0,1288,2025,2,21,0.0,161.0,1288.0,False
2025-01-21,Oeste,Red de Distribución,linea_orgánica,LO-001,16,180,10,2592,2025,1,21,0.1,162.0,2592.0,False
2024-08-11,Este,Red de Distribución,linea_joven,LJ-003,27,1586,15,36399,2024,8,11,0.15,1348.1,36398.7,True
2024-06-11,Este,Red de Distribución,linea_profesional,LP-001,3,2387,5,6803,2024,6,11,0.05,2267.65,6802.950000000001,False
2024-10-13,Norte,Directo,linea_profesional,LP-002,17,1119,15,1617,2024,10,13,0.15,951.15,16169.55,False
2024-05-17,Oeste,Online,linea_orgánica,LO-002,16,1593,0,25488,2024,5,17,0.0,1593.0,25488.0,False
2025-01-31,Norte,Directo,linea_orgánica,LO-003,4,2442,5,928,2025,1,31,0.05,2319.9,9279.6,False
2024-09-28,Centro,Directo,linea_orgánica,LO-001,24,2015,0,4836,2024,9,28,0.0,2015.0,48360.0,False
2024-06-20,Norte,Red de Distribución,linea_profesional,LP-002,29,2485,15,61255,2024,6,20,0.15,2112.25,61255.25,False
2024-06-02,Norte,Online,linea_orgánica,LO-001,6,1719,5,9798,2024,6,2,0.05,1633.05,9798.3,False
2025-04-06,Oeste,Directo,linea_orgánica,LO-003,24,1086,10,23458,2025,4,6,0.1,977.4,23457.6,False
2024-06-07,Norte,Online,linea_orgánica,LO-002,1,2032,15,1727,2024,6,7,0.15,1727.2,1727.2,False
2024-07-28,Este,Online,linea_profesional,LP-001,25,234,15,49725,2024,7,28,0.15,198.9,4972.5,False
2025-03-17,Este,Online,linea_profesional,LP-001,30,1228,0,3684,2025,3,17,0.0,1228.0,36840.0,False
2024-11-13,Sur,Red de Distribución,linea_joven,LJ-001,5,1154,15,4904,2024,11,13,0.15,980.9,4904.5,True
2024-07-06,Oeste,Online,linea_profesional,LP-002,22,116,15,21692,2024,7,6,0.15,98.6,2169.2,False
2024-08-05,Oeste,Red de Distribución,linea_joven,LJ-001,24,242,5,55176,2024,8,5,0.05,229.89999999999998,5517.599999999999,True
2024-09-03,Norte,Red de Distribución,linea_profesional,LP-001,3,2256,10,6091,2024,9,3,0.1,2030.4,6091.200000000001,False
2025-02-27,Norte,Red de Distribución,linea_orgánica,LO-003,19,1143,5,20631,2025,2,27,0.05,1085.85,20631.149999999998,False
2024-06-20,Sur,Red de Distribución,linea_profesional,LP-002,20,2468,0,4936,2024,6,20,0.0,2468.0,49360.0,False
2024-10-31,Oeste,Red de Distribución,linea_orgánica,LO-001,24,1733,5,39512,2024,10,31,0.05,1646.35,39512.399999999994,False
2024-09-07,Norte,Online,linea_profesional,LP-002,19,122,0,2318,2024,9,7,0.0,122.0,2318.0,False
2024-07-04,Oeste,Online,linea_profesional,LP-001,9,1885,0,16965,2024,7,4,0.0,1885.0,16965.0,False
2024-09-02,Este,Directo,linea_joven,LJ-001,5,2369,5,11253,2024,9,2,0.05,2250.5499999999997,11252.749999999998,True
2025-01-10,Centro,Online,linea_profesional,LP-002,14,2431,10,30631,2025,1,10,0.1,2187.9,30630.600000000002,False
2024-06-17,Norte,Red de Distribución,linea_orgánica,LO-002,3,1861,5,5304,2024,6,17,0.05,1767.9499999999998,5303.849999999999,False
2025-02-27,Centro,Red de Distribución,linea_joven,LJ-003,19,2276,0,43244,2025,2,27,0.0,2276.0,43244.0,True
2024-08-06,Norte,Directo,linea_joven,LJ-003,25,1723,15,36614,2024,8,6,0.15,1464.55,36613.75,True
2024-08-07,Sur,Online,linea_joven,LJ-001,13,1351,0,17563,2024,8,7,0.0,1351.0,17563.0,True
2024-08-26,Este,Directo,linea_profesional,LP-001,18,2455,10,39771,2024,8,26,0.1,2209.5,39771.0,False
2025-03-14,Oeste,Online,linea_profesional,LP-002,23,1527,0,35121,2025,3,14,0.0,1527.0,35121.0,False
2024-07-04,Oeste,Red de Distribución,linea_orgánica,LO-001,7,1294,0,9058,2024,7,4,0.0,1294.0,9058.0,False
2024-11-04,Oeste,Red de Distribución,linea_orgánica,LO-002,1,1814,0,1814,2024,11,4,0.0,1814.0,1814.0,False
2024-05-29,Sur,Online,linea_orgánica,LO-003,1,2423,15,206,2024,5,29,0.15,2059.5499999999997,2059.5499999999997,False
2024-08-25,Este,Red de Distribución,linea_orgánica,LO-001,2,861,10,155,2024,8,25,0.1,774.9,1549.8,False
2025-04-21,Oeste,Directo,linea_profesional,LP-001,10,1517,0,1517,2025,4,21,0.0,1517.0,15170.0,False
2025-03-03,Norte,Online,linea_profesional,LP-002,3,2199,5,6267,2025,3,3,0.05,2089.0499999999997,6267.15,False
2025-03-25,Oeste,Red de Distribución,linea_profesional,LP-001,16,1332,5,20246,2025,3,25,0.05,1265.3999999999999,20246.399999999998,False
2024-06-23,Norte,Online,linea_orgánica,LO-003,24,1926,15,3929,2024,6,23,0.15,1637.1,39290.399999999994,False
2024-06-12,Norte,Red de Distribución,linea_orgánica,LO-003,29,1298,15,31996,2024,6,12,0.15,1103.3,31995.699999999997,False
2024-09-26,Sur,Online,linea_joven,LJ-001,28,1421,0,39788,2024,9,26,0.0,1421.0,39788.0,True
2025-03-20,Oeste,Red de Distribución,linea_profesional,LP-001,15,2022,5,28813,2025,3,20,0.05,1920.8999999999999,28813.499999999996,False
2025-03-24,Sur,Directo,linea_profesional,LP-001,10,239,10,2151,2025,3,24,0.1,215.1,2151.0,False
2025-02-27,Norte,Red de Distribución,linea_profesional,LP-002,17,1049,10,1605,2025,2,27,0.1,944.1,16049.7,False
2024-09-21,Este,Directo,linea_joven,LJ-002,3,1628,0,4884,2024,9,21,0.0,1628.0,4884.0,True
2024-06-22,Sur,Online,linea_profesional,LP-001,20,2395,5,45505,2024,6,22,0.05,2275.25,45505.0,False
2024-08-09,Centro,Directo,linea_profesional,LP-002,6,1761,10,9509,2024,8,9,0.1,1584.9,9509.400000000001,False
2025-03-14,Este,Directo,linea_profesional,LP-001,25,2129,5,50564,2025,3,14,0.05,2022.55,50563.75,False
2024-10-11,Sur,Online,linea_joven,LJ-002,10,1565,15,13303,2024,10,11,0.15,1330.25,13302.5,True
2025-02-21,Sur,Online,linea_joven,LJ-003,1,1913,15,1626,2025,2,21,0.15,1626.05,1626.05,True
2025-02-04,Oeste,Online,linea_joven,LJ-001,28,2241,15,53336,2025,2,4,0.15,1904.85,53335.799999999996,True
2025-03-02,Norte,Directo,linea_profesional,LP-002,17,1267,0,21539,2025,3,2,0.0,1267.0,21539.0,False
2024-12-17,Centro,Online,linea_profesional,LP-002,11,824,15,7704,2024,12,17,0.15,700.4,7704.4,False
2024-09-01,Centro,Red de Distribución,linea_profesional,LP-002,3,2196,10,5929,2024,9,1,0.1,1976.4,5929.200000000001,False
2025-02-23,Este,Red de Distribución,linea_orgánica,LO-003,13,1068,5,1319,2025,2,23,0.05,1014.5999999999999,13189.8,False
2024-08-17,Norte,Red de Distribución,linea_profesional,LP-002,10,1399,10,12591,2024,8,17,0.1,1259.1000000000001,12591.000000000002,False
2025-03-23,Norte,Red de Distribución,linea_joven,LJ-003,12,2103,10,22712,2025,3,23,0.1,1892.7,22712.4,True
2024-06-27,Centro,Online,linea_joven,LJ-002,1,2144,10,193,2024,6,27,0.1,1929.6000000000001,1929.6000000000001,True
2024-12-25,Sur,Directo,linea_orgánica,LO-002,4,1005,5,3819,2024,12,25,0.05,954.75,3819.0,False
2025-04-13,Sur,Directo,linea_profesional,LP-001,2,1749,10,3148,2025,4,13,0.1,1574.1000000000001,3148.2000000000003,False
2024-10-27,Sur,Red de Distribución,linea_profesional,LP-001,7,101,15,6009,2024,10,27,0.15,85.85,600.9499999999999,False
2025-01-02,Centro,Directo,linea_joven,LJ-002,22,966,5,20189,2025,1,2,0.05,917.6999999999999,20189.399999999998,True
2024-07-31,Norte,Red de Distribución,linea_joven,LJ-003,30,1503,5,42835,2024,7,31,0.05,1427.85,42835.5,True
2025-02-24,Oeste,Directo,linea_profesional,LP-001,15,2315,15,29516,2025,2,24,0.15,1967.75,29516.25,False
2024-12-24,Este,Directo,linea_joven,LJ-001,12,211,10,22788,2024,12,24,0.1,189.9,2278.8,True
2025-03-13,Oeste,Online,linea_orgánica,LO-002,24,1867,5,42568,2025,3,13,0.05,1773.6499999999999,42567.6,False
2024-11-14,Oeste,Directo,linea_joven,LJ-001,9,1755,10,14216,2024,11,14,0.1,1579.5,14215.5,True
2024-08-28,Centro,Red de Distribución,linea_orgánica,LO-002,6,2056,15,10486,2024,8,28,0.15,1747.6,10485.599999999999,False
2025-02-20,Norte,Online,linea_profesional,LP-002,12,1739,5,19825,2025,2,20,0.05,1652.05,19824.6,False
2024-06-03,Sur,Online,linea_orgánica,LO-002,4,2247,5,8539,2024,6,3,0.05,2134.65,8538.6,False
